Pattern,Components,Score,PrimeProduct
Straight to 5,"ranks=A,2,3,4,5",1609,8610
3x3 + J + 6,"trips=3;kickers=J,6",2370,8613
4x3 + T + 3,"trips=4;kickers=T,3",2313,8625
3x2 + K + 7 + 2,"pair=3;kickers=K,7,2",5839,8658
8x2 + 4 + 3 + 2,"pair=8;kickers=4,3,2",4865,8670
3x3 + 9 + 8,"trips=3;kickers=9,8",2381,8721
2x2 + T + 9 + 4,"pair=2;kickers=T,9,4",6134,8740
High card: 96532,"ranks=9,6,5,3,2",7442,8778
7x3 + 2x2,trips=7;pair=2,262,8788
3x2 + J + 8 + 2,"pair=3;kickers=J,8,2",5899,8874
5x3 + 7 + 2,"trips=5;kickers=7,2",2263,8918
4x2 + 8 + 5 + 3,"pair=4;kickers=8,5,3",5733,8925
2x2 + J + 6 + 5,"pair=2;kickers=J,6,5",6124,8932
High card: T7432,"ranks=T,7,4,3,2",7405,8970
3x2 + 7 + 6 + 5,"pair=3;kickers=7,6,5",5956,9009
2x2 + A + 6 + 4,"pair=2;kickers=A,6,4",6016,9020
2x2 + 9 + 8 + 5,"pair=2;kickers=9,8,5",6153,9044
6x2 + 4x2 + 3,pair_high=6;pair_low=4;kicker=3,3236,9075
5x2 + Q + 3 + 2,"pair=5;kickers=Q,3,2",5441,9114
3x2 + J + 5 + 4,"pair=3;kickers=J,5,4",5907,9135
2x3 + K + Q,"trips=2;kickers=K,Q",2413,9176
6x2 + 2x2 + 9,pair_high=6;pair_low=2;kicker=9,3254,9196
3x3 + Q + 6,"trips=3;kickers=Q,6",2362,9207
4x2 + 3x2 + A,pair_high=4;pair_low=3;kicker=A,3293,9225
4x3 + K + 2,"trips=4;kickers=K,2",2290,9250
High card: 87532,"ranks=8,7,5,3,2",7452,9282
5x2 + 9 + 4 + 2,"pair=5;kickers=9,4,2",5504,9310
2x2 + A + 9 + 3,"pair=2;kickers=A,9,3",6005,9348
4x2 + 8 + 6 + 2,"pair=4;kickers=8,6,2",5732,9350
3x2 + 9 + 6 + 4,"pair=3;kickers=9,6,4",5941,9405
6x2 + 7 + 3 + 2,"pair=6;kickers=7,3,2",5301,9438
3x2 + Q + 8 + 2,"pair=3;kickers=Q,8,2",5871,9486
2x3 + A + J,"trips=2;kickers=A,J",2404,9512
Tx2 + 3x2 + 2,pair_high=T;pair_low=3;kicker=2,3006,9522
2x2 + Q + 6 + 5,"pair=2;kickers=Q,6,5",6096,9548
5x2 + 7 + 4 + 3,"pair=5;kickers=7,4,3",5519,9555
High card: J6432,"ranks=J,6,4,3,2",7340,9570
3x2 + A + 7 + 2,"pair=3;kickers=A,7,2",5794,9594
2x2 + K + 7 + 4,"pair=2;kickers=K,7,4",6058,9620
4x3 + 6 + 5,"trips=4;kickers=6,5",2330,9625
High card: 98432,"ranks=9,8,4,3,2",7429,9690
2x2 + 8 + 7 + 6,"pair=2;kickers=8,7,6",6166,9724
3x3 + 9x2,trips=3;pair=9,304,9747
3x2 + Q + 5 + 4,"pair=3;kickers=Q,5,4",5879,9765
2x2 + J + 8 + 4,"pair=2;kickers=J,8,4",6118,9860
3x2 + J + 9 + 2,"pair=3;kickers=J,9,2",5894,9918
3x2 + 8 + 7 + 4,"pair=3;kickers=8,7,4",5948,9945
4x2 + 9 + 5 + 3,"pair=4;kickers=9,5,3",5723,9975
High card: 76542,"ranks=7,6,5,4,2",7459,10010
Jx2 + 2x2 + 3,pair_high=J;pair_low=2;kicker=3,2929,10092
9x2 + 2x2 + 5,pair_high=9;pair_low=2;kicker=5,3092,10108
5x2 + 3x2 + T,pair_high=5;pair_low=3;kicker=T,3275,10143
4x2 + J + 5 + 2,"pair=4;kickers=J,5,2",5688,10150
2x3 + A + Q,"trips=2;kickers=A,Q",2403,10168
3x3 + J + 7,"trips=3;kickers=J,7",2369,10179
2x2 + K + T + 3,"pair=2;kickers=K,T,3",6044,10212
High card: Q6432,"ranks=Q,6,4,3,2",7215,10230
4x3 + A + 2,"trips=4;kickers=A,2",2280,10250
High card: 97532,"ranks=9,7,5,3,2",7438,10374
4x2 + 9 + 6 + 2,"pair=4;kickers=9,6,2",5722,10450
2x2 + Q + 8 + 4,"pair=2;kickers=Q,8,4",6090,10540
2x2 + J + 7 + 5,"pair=2;kickers=J,7,5",6121,10556
3x3 + T + 8,"trips=3;kickers=T,8",2375,10557
Tx2 + 2x2 + 4,pair_high=T;pair_low=2;kicker=4,3016,10580
3x2 + Q + 9 + 2,"pair=3;kickers=Q,9,2",5866,10602
44 + 8,quad=4;kicker=8,137,10625
High card: T6532,"ranks=T,6,5,3,2",7408,10626
7x2 + 3x2 + 5,pair_high=7;pair_low=3;kicker=5,3202,10647
2x2 + A + 7 + 4,"pair=2;kickers=A,7,4",6013,10660
4x2 + 7 + 6 + 3,"pair=4;kickers=7,6,3",5737,10725
2x2 + Q + J + 3,"pair=2;kickers=Q,J,3",6073,10788
9x2 + 4 + 3 + 2,"pair=9;kickers=4,3,2",4645,10830
4x2 + Q + 5 + 2,"pair=4;kickers=Q,5,2",5660,10850
2x2 + 9 + 7 + 6,"pair=2;kickers=9,7,6",6156,10868
4x3 + J + 3,"trips=4;kickers=J,3",2306,10875
5x2 + K + 3 + 2,"pair=5;kickers=K,3,2",5405,10878
3x3 + Q + 7,"trips=3;kickers=Q,7",2361,10881
2x2 + T + 8 + 5,"pair=2;kickers=T,8,5",6138,10948
2x3 + Kx2,trips=2;pair=K,312,10952
3x3 + K + 6,"trips=3;kickers=K,6",2353,10989
2x2 + J + 9 + 4,"pair=2;kickers=J,9,4",6113,11020
4x2 + 8 + 7 + 2,"pair=4;kickers=8,7,2",5729,11050
3x2 + 9 + 7 + 4,"pair=3;kickers=9,7,4",5938,11115
6x2 + 2x2 + T,pair_high=6;pair_low=2;kicker=T,3253,11132
7x2 + 6 + 3 + 2,"pair=7;kickers=6,3,2",5081,11154
5x2 + T + 4 + 2,"pair=5;kickers=T,4,2",5489,11270
2x2 + Q + 7 + 5,"pair=2;kickers=Q,7,5",6093,11284
High card: J7432,"ranks=J,7,4,3,2",7336,11310
2x2 + A + T + 3,"pair=2;kickers=A,T,3",5999,11316
5x3 + 6 + 3,"trips=5;kickers=6,3",2265,11319
3x2 + K + 8 + 2,"pair=3;kickers=K,8,2",5835,11322
4x3 + 7 + 5,"trips=4;kickers=7,5",2327,11375
3x2 + T + 6 + 4,"pair=3;kickers=T,6,4",5926,11385
2x2 + K + 6 + 5,"pair=2;kickers=K,6,5",6060,11396
7x2 + 2x2 + 8,pair_high=7;pair_low=2;kicker=8,3211,11492
Qx2 + 2x2 + 3,pair_high=Q;pair_low=2;kicker=3,2830,11532
4x3 + Q + 3,"trips=4;kickers=Q,3",2298,11625
3x2 + K + 5 + 4,"pair=3;kickers=K,5,4",5843,11655
5x3 + 8 + 2,"trips=5;kickers=8,2",2259,11662
High card: T8432,"ranks=T,8,4,3,2",7395,11730
2x2 + Q + 9 + 4,"pair=2;kickers=Q,9,4",6085,11780
3x2 + 8 + 6 + 5,"pair=3;kickers=8,6,5",5950,11781
3x3 + T + 9,"trips=3;kickers=T,9",2374,11799
7x2 + 5 + 4 + 2,"pair=7;kickers=5,4,2",5083,11830
6x2 + 5x2 + 2,pair_high=6;pair_low=5;kicker=2,3226,11858
44 + 9,quad=4;kicker=9,136,11875
6x3 + 3x2,trips=6;pair=3,273,11979
45 + 4,quad=5;kicker=4,128,12005
3x2 + J + T + 2,"pair=3;kickers=J,T,2",5888,12006
5x2 + A + 3 + 2,"pair=5;kickers=A,3,2",5360,12054
4x2 + T + 5 + 3,"pair=4;kickers=T,5,3",5708,12075
High card: Q7432,"ranks=Q,7,4,3,2",7211,12090
2x3 + A + K,"trips=2;kickers=A,K",2402,12136
8x2 + 5 + 3 + 2,"pair=8;kickers=5,3,2",4864,12138
3x3 + A + 6,"trips=3;kickers=A,6",2343,12177
High card: K6432,"ranks=K,6,4,3,2",7006,12210
2x2 + T + 9 + 5,"pair=2;kickers=T,9,5",6133,12236
6x2 + 8 + 3 + 2,"pair=6;kickers=8,3,2",5295,12342
4x2 + 9 + 7 + 2,"pair=4;kickers=9,7,2",5719,12350
5x2 + 8 + 4 + 3,"pair=5;kickers=8,4,3",5513,12495
3x2 + A + 8 + 2,"pair=3;kickers=A,8,2",5790,12546
High card: T7532,"ranks=T,7,5,3,2",7404,12558
2x2 + K + 8 + 4,"pair=2;kickers=K,8,4",6054,12580
2x2 + A + 6 + 5,"pair=2;kickers=A,6,5",6015,12628
4x2 + T + 6 + 2,"pair=4;kickers=T,6,2",5707,12650
3x2 + K + 9 + 2,"pair=3;kickers=K,9,2",5830,12654
7x2 + 4x2 + 3,pair_high=7;pair_low=4;kicker=3,3192,12675
6x2 + 5 + 4 + 3,"pair=6;kickers=5,4,3",5302,12705
8x2 + 2x2 + 6,pair_high=8;pair_low=2;kicker=6,3157,12716
5x2 + 3x2 + J,pair_high=5;pair_low=3;kicker=J,3274,12789
3x2 + Q + T + 2,"pair=3;kickers=Q,T,2",5860,12834
7x2 + 2x2 + 9,pair_high=7;pair_low=2;kicker=9,3210,12844
2x2 + K + J + 3,"pair=2;kickers=K,J,3",6037,12876
3x2 + A + 5 + 4,"pair=3;kickers=A,5,4",5798,12915
4x2 + K + 5 + 2,"pair=4;kickers=K,5,2",5624,12950
3x3 + K + 7,"trips=3;kickers=K,7",2352,12987
8x2 + 3x2 + 4,pair_high=8;pair_low=3;kicker=4,3148,13005
5x3 + 9 + 2,"trips=5;kickers=9,2",2254,13034
High card: 86542,"ranks=8,6,5,4,2",7455,13090
High card: T9432,"ranks=T,9,4,3,2",7375,13110
2x2 + T + 7 + 6,"pair=2;kickers=T,7,6",6141,13156
3x2 + 9 + 6 + 5,"pair=3;kickers=9,6,5",5940,13167
7x3 + 3 + 2,"trips=7;kickers=3,2",2137,13182
6x3 + 4 + 2,"trips=6;kickers=4,2",2202,13310
3x3 + J + 8,"trips=3;kickers=J,8",2368,13311
2x2 + J + T + 4,"pair=2;kickers=J,T,4",6107,13340
5x3 + 7 + 3,"trips=5;kickers=7,3",2262,13377
High card: J6532,"ranks=J,6,5,3,2",7339,13398
2x3 + Ax2,trips=2;pair=A,311,13448
3x2 + T + 7 + 4,"pair=3;kickers=T,7,4",5923,13455
2x2 + K + 7 + 5,"pair=2;kickers=K,7,5",6057,13468
5x2 + 4x2 + 6,pair_high=5;pair_low=4;kicker=6,3268,13475
High card: A6432,"ranks=A,6,4,3,2",6678,13530
High card: 98532,"ranks=9,8,5,3,2",7428,13566
5x2 + 3x2 + Q,pair_high=5;pair_low=3;kicker=Q,3273,13671
2x2 + K + Q + 3,"pair=2;kickers=K,Q,3",6029,13764
6x2 + 9 + 3 + 2,"pair=6;kickers=9,3,2",5285,13794
2x2 + J + 8 + 5,"pair=2;kickers=J,8,5",6117,13804
4x3 + K + 3,"trips=4;kickers=K,3",2289,13875
3x2 + 8 + 7 + 5,"pair=3;kickers=8,7,5",5947,13923
2x2 + A + 8 + 4,"pair=2;kickers=A,8,4",6009,13940
5x2 + 9 + 4 + 3,"pair=5;kickers=9,4,3",5503,13965
5x2 + 7 + 6 + 2,"pair=5;kickers=7,6,2",5518,14014
3x2 + A + 9 + 2,"pair=3;kickers=A,9,2",5785,14022
4x2 + 8 + 6 + 3,"pair=4;kickers=8,6,3",5731,14025
6x2 + 2x2 + J,pair_high=6;pair_low=2;kicker=J,3252,14036
2x2 + K + 9 + 4,"pair=2;kickers=K,9,4",6049,14060
6x2 + 3x2 + 7,pair_high=6;pair_low=3;kicker=7,3245,14157
5x2 + J + 4 + 2,"pair=5;kickers=J,4,2",5468,14210
2x2 + 9 + 8 + 6,"pair=2;kickers=9,8,6",6152,14212
3x3 + Q + 8,"trips=3;kickers=Q,8",2360,14229
2x2 + Q + T + 4,"pair=2;kickers=Q,T,4",6079,14260
2x2 + A + J + 3,"pair=2;kickers=A,J,3",5992,14268
3x3 + Tx2,trips=3;pair=T,303,14283
High card: Q6532,"ranks=Q,6,5,3,2",7214,14322
4x2 + A + 5 + 2,"pair=4;kickers=A,5,2",5579,14350
3x2 + J + 6 + 4,"pair=3;kickers=J,6,4",5905,14355
44 + T,quad=4;kicker=T,135,14375
3x3 + A + 7,"trips=3;kickers=A,7",2342,14391
High card: K7432,"ranks=K,7,4,3,2",7002,14430
8x2 + 4x2 + 2,pair_high=8;pair_low=4;kicker=2,3138,14450
3x2 + 9 + 8 + 4,"pair=3;kickers=9,8,4",5934,14535
High card: 87632,"ranks=8,7,6,3,2",7449,14586
High card: 96542,"ranks=9,6,5,4,2",7441,14630
2x2 + Q + 8 + 5,"pair=2;kickers=Q,8,5",6089,14756
High card: J8432,"ranks=J,8,4,3,2",7326,14790
Tx2 + 2x2 + 5,pair_high=T;pair_low=2;kicker=5,3015,14812
4x3 + 8 + 5,"trips=4;kickers=8,5",2323,14875
3x3 + J + 9,"trips=3;kickers=J,9",2367,14877
2x2 + A + 7 + 5,"pair=2;kickers=A,7,5",6012,14924
4x2 + T + 7 + 2,"pair=4;kickers=T,7,2",5704,14950
6x2 + 2x2 + Q,pair_high=6;pair_low=2;kicker=Q,3251,15004
Straight to 7,"ranks=3,4,5,6,7",1607,15015
8x2 + 2x2 + 7,pair_high=8;pair_low=2;kicker=7,3156,15028
4x3 + 6x2,trips=4;pair=6,295,15125
Jx2 + 3x2 + 2,pair_high=J;pair_low=3;kicker=2,2918,15138
9x2 + 5 + 3 + 2,"pair=9;kickers=5,3,2",4644,15162
5x2 + Q + 4 + 2,"pair=5;kickers=Q,4,2",5440,15190
4x2 + J + 5 + 3,"pair=4;kickers=J,5,3",5687,15225
2x2 + A + Q + 3,"pair=2;kickers=A,Q,3",5984,15252
3x2 + K + T + 2,"pair=3;kickers=K,T,2",5824,15318
3x2 + Q + 6 + 4,"pair=3;kickers=Q,6,4",5877,15345
4x3 + A + 3,"trips=4;kickers=A,3",2279,15375
2x2 + J + 9 + 5,"pair=2;kickers=J,9,5",6112,15428
High card: 87542,"ranks=8,7,5,4,2",7451,15470
7x2 + 2x2 + T,pair_high=7;pair_low=2;kicker=T,3209,15548
3x2 + 9 + 7 + 5,"pair=3;kickers=9,7,5",5937,15561
2x2 + A + 9 + 4,"pair=2;kickers=A,9,4",6004,15580
4x2 + 9 + 6 + 3,"pair=4;kickers=9,6,3",5721,15675
6x2 + 7 + 4 + 2,"pair=6;kickers=7,4,2",5300,15730
5x3 + T + 2,"trips=5;kickers=T,2",2248,15778
High card: Q8432,"ranks=Q,8,4,3,2",7201,15810
High card: J7532,"ranks=J,7,5,3,2",7335,15834
Tx2 + 4 + 3 + 2,"pair=T;kickers=4,3,2",4425,15870
9x2 + 2x2 + 6,pair_high=9;pair_low=2;kicker=6,3091,15884
3x3 + Q + 9,"trips=3;kickers=Q,9",2359,15903
5x2 + 4x2 + 7,pair_high=5;pair_low=4;kicker=7,3267,15925
3x2 + T + 6 + 5,"pair=3;kickers=T,6,5",5925,15939
4x2 + J + 6 + 2,"pair=4;kickers=J,6,2",5686,15950
High card: A7432,"ranks=A,7,4,3,2",6674,15990
4x2 + 9 + 8 + 2,"pair=4;kickers=9,8,2",5715,16150
3x2 + Q + J + 2,"pair=3;kickers=Q,J,2",5853,16182
9x2 + 3x2 + 4,pair_high=9;pair_low=3;kicker=4,3082,16245
4x2 + Q + 5 + 3,"pair=4;kickers=Q,5,3",5659,16275
High card: 97632,"ranks=9,7,6,3,2",7435,16302
5x2 + 3x2 + K,pair_high=5;pair_low=3;kicker=K,3272,16317
High card: T8532,"ranks=T,8,5,3,2",7394,16422
Kx2 + 2x2 + 3,pair_high=K;pair_low=2;kicker=3,2720,16428
2x2 + Q + 9 + 5,"pair=2;kickers=Q,9,5",6084,16492
High card: J9432,"ranks=J,9,4,3,2",7306,16530
7x2 + 5x2 + 2,pair_high=7;pair_low=5;kicker=2,3182,16562
4x2 + 8 + 7 + 3,"pair=4;kickers=8,7,3",5728,16575
2x2 + J + 7 + 6,"pair=2;kickers=J,7,6",6120,16588
4x3 + 9 + 5,"trips=4;kickers=9,5",2318,16625
6x2 + T + 3 + 2,"pair=6;kickers=T,3,2",5270,16698
7x2 + 3x2 + 6,pair_high=7;pair_low=3;kicker=6,3201,16731
2x2 + 9 + 8 + 7,"pair=2;kickers=9,8,7",6151,16796
Jx2 + 2x2 + 4,pair_high=J;pair_low=2;kicker=4,2928,16820
5x2 + T + 4 + 3,"pair=5;kickers=T,4,3",5488,16905
High card: Q7532,"ranks=Q,7,5,3,2",7210,16926
3x2 + J + 7 + 4,"pair=3;kickers=J,7,4",5902,16965
3x2 + A + T + 2,"pair=3;kickers=A,T,2",5779,16974
3x3 + K + 8,"trips=3;kickers=K,8",2351,16983
2x2 + K + T + 4,"pair=2;kickers=K,T,4",6043,17020
4x2 + Q + 6 + 2,"pair=4;kickers=Q,6,2",5658,17050
High card: K6532,"ranks=K,6,5,3,2",7005,17094
2x2 + T + 8 + 6,"pair=2;kickers=T,8,6",6137,17204
7x2 + 8 + 3 + 2,"pair=7;kickers=8,3,2",5075,17238
High card: 97542,"ranks=9,7,5,4,2",7437,17290
Qx2 + 3x2 + 2,pair_high=Q;pair_low=3;kicker=2,2819,17298
5x3 + 8 + 3,"trips=5;kickers=8,3",2258,17493
3x2 + T + 8 + 4,"pair=3;kickers=T,8,4",5919,17595
2x2 + K + 8 + 5,"pair=2;kickers=K,8,5",6053,17612
High card: Q9432,"ranks=Q,9,4,3,2",7181,17670
High card: T6542,"ranks=T,6,5,4,2",7407,17710
2x2 + Q + 7 + 6,"pair=2;kickers=Q,7,6",6092,17732
7x2 + 5 + 4 + 3,"pair=7;kickers=5,4,3",5082,17745
6x2 + 5x2 + 3,pair_high=6;pair_low=5;kicker=3,3225,17787
4x3 + 7 + 6,"trips=4;kickers=7,6",2326,17875
6x2 + 2x2 + K,pair_high=6;pair_low=2;kicker=K,3250,17908
2x2 + Q + J + 4,"pair=2;kickers=Q,J,4",6072,17980
3x3 + J + T,"trips=3;kickers=J,T",2366,18009
9x2 + 4x2 + 2,pair_high=9;pair_low=4;kicker=2,3072,18050
5x2 + 3x2 + A,pair_high=5;pair_low=3;kicker=A,3271,18081
44 + J,quad=4;kicker=J,134,18125
5x2 + K + 4 + 2,"pair=5;kickers=K,4,2",5404,18130
3x2 + Q + 7 + 4,"pair=3;kickers=Q,7,4",5874,18135
2x2 + A + K + 3,"pair=2;kickers=A,K,3",5975,18204
8x2 + 3x2 + 5,pair_high=8;pair_low=3;kicker=5,3147,18207
3x2 + K + 6 + 4,"pair=3;kickers=K,6,4",5841,18315
5x2 + 8 + 6 + 2,"pair=5;kickers=8,6,2",5512,18326
High card: T9532,"ranks=T,9,5,3,2",7374,18354
6x2 + 3x2 + 8,pair_high=6;pair_low=3;kicker=8,3244,18513
4x2 + 9 + 7 + 3,"pair=4;kickers=9,7,3",5718,18525
7x2 + 6 + 4 + 2,"pair=7;kickers=6,4,2",5080,18590
6x3 + 5 + 2,"trips=6;kickers=5,2",2200,18634
2x2 + J + T + 5,"pair=2;kickers=J,T,5",6106,18676
9x2 + 2x2 + 7,pair_high=9;pair_low=2;kicker=7,3090,18772
3x3 + A + 8,"trips=3;kickers=A,8",2341,18819
3x2 + T + 7 + 5,"pair=3;kickers=T,7,5",5922,18837
4x2 + J + 7 + 2,"pair=4;kickers=J,7,2",5683,18850
2x2 + A + T + 4,"pair=2;kickers=A,T,4",5998,18860
5x3 + 6 + 4,"trips=5;kickers=6,4",2264,18865
High card: K8432,"ranks=K,8,4,3,2",6992,18870
High card: A6532,"ranks=A,6,5,3,2",6677,18942
4x2 + T + 6 + 3,"pair=4;kickers=T,6,3",5706,18975
3x3 + K + 9,"trips=3;kickers=K,9",2350,18981
8x2 + 6 + 3 + 2,"pair=8;kickers=6,3,2",4861,19074
Qx2 + 2x2 + 4,pair_high=Q;pair_low=2;kicker=4,2829,19220
2x2 + T + 9 + 6,"pair=2;kickers=T,9,6",6132,19228
3x3 + Q + T,"trips=3;kickers=Q,T",2358,19251
7x2 + 9 + 3 + 2,"pair=7;kickers=9,3,2",5065,19266
3x2 + K + J + 2,"pair=3;kickers=K,J,2",5817,19314
44 + Q,quad=4;kicker=Q,133,19375
4x2 + K + 5 + 3,"pair=4;kickers=K,5,3",5623,19425
2x2 + A + 8 + 5,"pair=2;kickers=A,8,5",6008,19516
4x2 + T + 8 + 2,"pair=4;kickers=T,8,2",5700,19550
5x3 + 9 + 3,"trips=5;kickers=9,3",2253,19551
7x2 + 2x2 + J,pair_high=7;pair_low=2;kicker=J,3208,19604
High card: 86543,"ranks=8,6,5,4,3",7454,19635
8x3 + 2x2,trips=8;pair=2,250,19652
3x2 + T + 9 + 4,"pair=3;kickers=T,9,4",5914,19665
2x2 + K + 9 + 5,"pair=2;kickers=K,9,5",6048,19684
High card: T7632,"ranks=T,7,6,3,2",7401,19734
7x3 + 3x2,trips=7;pair=3,261,19773
6x2 + 2x2 + A,pair_high=6;pair_low=2;kicker=A,3249,19844
5x3 + J + 2,"trips=5;kickers=J,2",2241,19894
2x2 + Q + T + 5,"pair=2;kickers=Q,T,5",6078,19964
6x3 + 4 + 3,"trips=6;kickers=4,3",2201,19965
High card: JT432,"ranks=J,T,4,3,2",7271,20010
5x2 + A + 4 + 2,"pair=5;kickers=A,4,2",5359,20090
3x2 + J + 6 + 5,"pair=3;kickers=J,6,5",5904,20097
4x3 + T + 5,"trips=4;kickers=T,5",2312,20125
4x2 + Q + 7 + 2,"pair=4;kickers=Q,7,2",5655,20150
Ax2 + 2x2 + 3,pair_high=A;pair_low=2;kicker=3,2599,20172
High card: K7532,"ranks=K,7,5,3,2",7001,20202
8x2 + 5 + 4 + 2,"pair=8;kickers=5,4,2",4863,20230
3x2 + A + 6 + 4,"pair=3;kickers=A,6,4",5796,20295
2x2 + T + 8 + 7,"pair=2;kickers=T,8,7",6136,20332
3x2 + 9 + 8 + 5,"pair=3;kickers=9,8,5",5933,20349
4x2 + K + 6 + 2,"pair=4;kickers=K,6,2",5622,20350
5x2 + 9 + 6 + 2,"pair=5;kickers=9,6,2",5502,20482
6x2 + 8 + 4 + 2,"pair=6;kickers=8,4,2",5294,20570
3x2 + K + Q + 2,"pair=3;kickers=K,Q,2",5809,20646
6x2 + 3x2 + 9,pair_high=6;pair_low=3;kicker=9,3243,20691
High card: J8532,"ranks=J,8,5,3,2",7325,20706
5x2 + 4x2 + 8,pair_high=5;pair_low=4;kicker=8,3266,20825
High card: A8432,"ranks=A,8,4,3,2",6664,20910
High card: T7542,"ranks=T,7,5,4,2",7403,20930
7x2 + 2x2 + Q,pair_high=7;pair_low=2;kicker=Q,3207,20956
5x2 + 7 + 6 + 3,"pair=5;kickers=7,6,3",5517,21021
3x3 + A + 9,"trips=3;kickers=A,9",2340,21033
6x2 + J + 3 + 2,"pair=6;kickers=J,3,2",5249,21054
High card: K9432,"ranks=K,9,4,3,2",6972,21090
4x3 + 7x2,trips=4;pair=7,294,21125
2x2 + K + 7 + 6,"pair=2;kickers=K,7,6",6056,21164
6x2 + 4x2 + 5,pair_high=6;pair_low=4;kicker=5,3235,21175
5x3 + Q + 2,"trips=5;kickers=Q,2",2233,21266
5x2 + J + 4 + 3,"pair=5;kickers=J,4,3",5467,21315
High card: 98632,"ranks=9,8,6,3,2",7425,21318
High card: QT432,"ranks=Q,T,4,3,2",7146,21390
3x2 + A + J + 2,"pair=3;kickers=A,J,2",5772,21402
2x2 + K + J + 4,"pair=2;kickers=K,J,4",6036,21460
3x2 + Q + 6 + 5,"pair=3;kickers=Q,6,5",5876,21483
4x2 + A + 5 + 3,"pair=4;kickers=A,5,3",5578,21525
3x2 + K + 7 + 4,"pair=3;kickers=K,7,4",5838,21645
5x2 + 8 + 7 + 2,"pair=5;kickers=8,7,2",5509,21658
8x2 + 4x2 + 3,pair_high=8;pair_low=4;kicker=3,3137,21675
2x2 + J + 8 + 6,"pair=2;kickers=J,8,6",6116,21692
2x2 + A + 9 + 5,"pair=2;kickers=A,9,5",6003,21812
4x2 + T + 9 + 2,"pair=4;kickers=T,9,2",5695,21850
3x2 + 8 + 7 + 6,"pair=3;kickers=8,7,6",5946,21879
High card: 96543,"ranks=9,6,5,4,3",7440,21945
8x2 + 2x2 + 9,pair_high=8;pair_low=2;kicker=9,3155,21964
7x3 + 4 + 2,"trips=7;kickers=4,2",2136,21970
6x2 + 7 + 5 + 2,"pair=6;kickers=7,5,2",5298,22022
High card: Q8532,"ranks=Q,8,5,3,2",7200,22134
3x2 + J + 8 + 4,"pair=3;kickers=J,8,4",5898,22185
Tx2 + 5 + 3 + 2,"pair=T;kickers=5,3,2",4424,22218
5x3 + 7 + 4,"trips=5;kickers=7,4",2261,22295
High card: J6542,"ranks=J,6,5,4,2",7338,22330
High card: A7532,"ranks=A,7,5,3,2",6673,22386
4x2 + T + 7 + 3,"pair=4;kickers=T,7,3",5703,22425
6x2 + Q + 3 + 2,"pair=6;kickers=Q,3,2",5221,22506
8x2 + 7 + 3 + 2,"pair=8;kickers=7,3,2",4855,22542
4x2 + A + 6 + 2,"pair=4;kickers=A,6,2",5577,22550
High card: 98542,"ranks=9,8,5,4,2",7427,22610
3x3 + Jx2,trips=3;pair=J,302,22707
2x2 + T + 9 + 7,"pair=2;kickers=T,9,7",6131,22724
9x2 + 3x2 + 5,pair_high=9;pair_low=3;kicker=5,3081,22743
5x2 + Q + 4 + 3,"pair=5;kickers=Q,4,3",5439,22785
3x2 + A + Q + 2,"pair=3;kickers=A,Q,2",5764,22878
2x2 + K + Q + 4,"pair=2;kickers=K,Q,4",6028,22940
3x3 + K + T,"trips=3;kickers=K,T",2349,22977
6x2 + 9 + 4 + 2,"pair=6;kickers=9,4,2",5284,22990
44 + K,quad=4;kicker=K,132,23125
High card: J9532,"ranks=J,9,5,3,2",7305,23142
2x2 + Q + 8 + 6,"pair=2;kickers=Q,8,6",6088,23188
High card: 87543,"ranks=8,7,5,4,3",7450,23205
5x2 + 4x2 + 9,pair_high=5;pair_low=4;kicker=9,3265,23275
Tx2 + 2x2 + 6,pair_high=T;pair_low=2;kicker=6,3014,23276
7x2 + T + 3 + 2,"pair=7;kickers=T,3,2",5050,23322
High card: A9432,"ranks=A,9,4,3,2",6644,23370
4x3 + 8 + 6,"trips=4;kickers=8,6",2322,23375
2x2 + A + 7 + 6,"pair=2;kickers=A,7,6",6011,23452
Jx2 + 2x2 + 5,pair_high=J;pair_low=2;kicker=5,2927,23548
6x2 + 7 + 4 + 3,"pair=6;kickers=7,4,3",5299,23595
5x3 + T + 3,"trips=5;kickers=T,3",2247,23667
3x2 + Q + 8 + 4,"pair=3;kickers=Q,8,4",5870,23715
3x2 + J + 7 + 5,"pair=3;kickers=J,7,5",5901,23751
2x2 + A + J + 4,"pair=2;kickers=A,J,4",5991,23780
Tx2 + 3x2 + 4,pair_high=T;pair_low=3;kicker=4,3005,23805
9x2 + 6 + 3 + 2,"pair=9;kickers=6,3,2",4641,23826
2x2 + K + T + 5,"pair=2;kickers=K,T,5",6042,23828
High card: Q6542,"ranks=Q,6,5,4,2",7213,23870
4x2 + J + 6 + 3,"pair=4;kickers=J,6,3",5685,23925
3x2 + A + 7 + 4,"pair=3;kickers=A,7,4",5793,23985
4x2 + K + 7 + 2,"pair=4;kickers=K,7,2",5619,24050
5x2 + 9 + 7 + 2,"pair=5;kickers=9,7,2",5499,24206
4x2 + 9 + 8 + 3,"pair=4;kickers=9,8,3",5714,24225
2x2 + J + 9 + 6,"pair=2;kickers=J,9,6",6111,24244
3x3 + Q + J,"trips=3;kickers=Q,J",2357,24273
High card: 87642,"ranks=8,7,6,4,2",7448,24310
3x2 + 9 + 7 + 6,"pair=3;kickers=9,7,6",5936,24453
9x2 + 2x2 + 8,pair_high=9;pair_low=2;kicker=8,3089,24548
